"","X","Y","Nnat","Synpr","Pcp4","Slc17a7","Cdh9","Ctgf","Slc17a6","Lxn","Slc30a3","Gfra1","Spon1","Gnb4","RSC","LEC","region","anum","section","id"
"135",475.748,108.95,5.31066303596127,0.177267029737206,0.177267029737206,37.3537452455048,0.885416666666667,0.530882607192254,0.177267029737206,0,0.177267029737206,0,2.12444891078838,1.23903224412172,0,0,"cla","123456","1",135
"136",655.556,109.398,0.340494828463234,1.36197931385294,2.89420604193749,49.719451195388,0,0.340494828463234,0.170247414231617,0.170247414231617,0,0.170247414231617,1.87272155654779,3.74634389306505,0,0,"cla","123456","1",136
"137",598.035,109.987,0.343283711719849,0.457711615626466,0.800257082804982,45.8619656412305,0.228855807813233,0,0,0,0,0.114427903906616,1.37239660233806,0,0,0,"cla","123456","1",137
"138",735.578,107.881,0,0.386947863866763,0.386947863866763,3.48117306299783,0,0,0,0,0,0,0,0,0,0,"cla","123456","1",138
"139",376.233,108.608,0,0.802948640162268,0,20.6078857745163,0.535299093441512,0.267649546720756,0,0,0,0,1.87354682704529,0,0,0,"cla","123456","1",139
"140",290.442,108.358,0,0,0,22.6465853999924,0,0,0.551603914033771,0,0,0,0,0,0,0,"cla","123456","1",140
"141",411.107,110.811,0.499587206392526,0.499587206392526,0,22.222904270382,0,1.24896801598132,0,0,1.24896801598132,0,0.749380809588789,3.74581324618326,0,0,"cla","123456","1",141
"142",670.84,108.419,0.368790415298898,0.368790415298898,2.58551265977536,46.5312683705904,0,0.368790415298898,0,0,0,0,0,0.368790415298898,0,0,"cla","123456","1",142
"143",545.466,112.315,0,4.46383152888898,0,30.9560794020484,0.288256331796876,0,0.288256331796876,0,0,4.31970336299054,0,3.16750635859555,0,0,"cla","123456","1",143
"144",846.748,111.577,0.469971939495575,1.17598834409816,4.23186444617862,8.22874292260946,0.234985969747788,0.234985969747788,0.234985969747788,0.234985969747788,0.941002374350374,0,5.40785279027679,2.11593222308931,0,0,"cla","123456","1",144
"145",767.038,110.367,0,1.12192869374483,1.12192869374483,10.103900101976,0,0.560964346872415,0,0.560964346872415,0,0,1.12192869374483,0,0,0,"cla","123456","1",145
"146",796.158,112.026,0.169995202957236,0.339090960396179,0.169995202957236,2.03724409893195,0,0.849076569267887,0,0,0,0,0,0,0,0,"cla","123456","1",146
"147",87.04,113.089,0.224224422977178,0.224224422977178,6.27311738200207,0,0.448448845954357,0.224224422977178,0,0,0,0.224224422977178,0,0,0,0,"cla","123456","1",147
"148",452.764,115.77,0,1.98666173221978,0.794859272881272,57.40401674151,0,0,0,0,1.39027405256712,0.595414779685849,0,2.38360491867701,0,0.198471593228616,"cla","123456","1",148
"149",516.897,115.139,0.881489077377086,2.34984873512871,0,30.2593310937471,0,0,0,0,0,0.881489077377086,0,0.881489077377086,0,0,"cla","123456","1",149
"150",672.225,119.402,0.565995030263795,0.889332103473705,4.7687563734068,47.8483013577942,0,0.404016189365933,0,0,0,0.0806791161560234,1.05069033578575,1.29334829283964,0,0,"cla","123456","1",150
"151",143.253,117.503,0,0,0.412655066577974,0,0,0.412655066577974,0.412655066577974,0,0,0,0.412655066577974,0.826302092450606,0,0,"cla","123456","1",151
"152",426.175,115.367,0.635428329555695,0,0,0,0,0,0,0,0,0,1.27259755864442,0,0,0,"cla","123456","1",152
"153",503.906,118.471,0.381522348980737,0.572283523471105,0,70.6369553020385,0,0.190761174490368,0,0,0.763998503833926,0,0.381522348980737,0.763998503833926,0,0.381522348980737,"cla","123456","1",153
"154",555.81,116.327,0,4.55275606924397,0,78.7607652185967,0,0,0.455128316207177,0,0,2.73224280441526,0,2.27564158103589,0,0,"cla","123456","1",154
"155",293.011,118.548,0.62090456260813,0.465248432646812,0,37.7135023388046,1.70705755786307,0.62090456260813,0.62090456260813,0,1.24180912521626,0.154796151342747,0.62090456260813,0.62090456260813,0,0,"cla","123456","1",155
"156",188.116,118.542,0,0,5.8369677265879,0,0.58350419701621,0.58350419701621,0,0,0.194501399005403,0,0.389002798010807,0,0,0,"cla","123456","1",156
"157",234.095,118.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cla","123456","1",157
"158",112.603,121.368,0.349663994615321,0,0.349663994615321,1.39956893928274,0,0,0,0,0,0,0.874616466949028,0.175288477718386,0,0,"cla","123456","1",158
"159",462.831,122.932,0,1.52147971360382,1.52147971360382,38.9061190443882,0,0.217790407164694,0,0,0.652353509311069,0.434563102146375,0,0.217790407164694,0,0,"cla","123456","1",159
"160",416.46,124.269,0.482127471732633,0.289547722123536,1.73660823503133,38.6936115218108,0.67538531905162,12.350871687958,0,0,0.482127471732633,0.0962898748045483,0.771675193856169,0,0,0,"cla","123456","1",160
"161",619.146,125.39,0.262927223487507,0.525208434140892,0,30.4769474753565,0.262927223487507,0.262927223487507,0.175069478046964,0,0.350138956093928,2.10212576223181,0.0878577454405428,3.06533089790717,0,0,"cla","123456","1",161
"162",265.906,123.856,0,0.589139058047936,0.294988546846193,44.0664282920834,0.736633331471032,0.442482820269289,0.589139058047936,0,1.62076093636516,0.147494273423096,0,2.50572657690374,0,0,"cla","123456","1",162
"163",92.301,123.384,0.598797585993254,0.39887331053948,1.59646848252599,1.79639275797976,0.598797585993254,0,0.199924275453774,0,0.598797585993254,0,0,0.798721861447027,0,0,"cla","123456","1",163
"164",168.664,123.76,0,0.377540278030943,9.25258259274828,2.26619026184905,2.26619026184905,0,0,0,0,0,0.377540278030943,0,0,0,"cla","123456","1",164
